final_mean_err_independent,final_mean_err_cooperative,decay_independent,decay_cooperative,improve_final_err_pct,improve_decay_pct,min_pair_dist_independent,min_pair_dist_cooperative
1.19243373384847,1.10590312128974,0.699283135552691,0.648538682126275,7.25663909888357,7.25663909888358,0.272214773735222,0.202059977403518
