final_mean_err_independent,final_mean_err_cooperative,decay_independent,decay_cooperative,improve_final_err_pct,improve_decay_pct,min_pair_dist_independent,min_pair_dist_cooperative
0.0473739925762473,0.0330115736505498,0.0151432586054005,0.0105522623189701,30.3170962476543,30.3170962476543,0.498999156568008,0.499439640003548
