p,loss_rate_emp,final_pos_err,decay_ratio,control_rms
0.05,0.048689138576779,0.525384218849737,0.41025614947335,0.0682808864105298
0.2,0.196004993757803,0.525155899351867,0.410077861898876,0.0683038498273114
0.35,0.33832709113608,0.524861686107363,0.409848119952918,0.0683329571028859
