final_mean_err_step6,final_mean_err_step9,decay_step6,decay_step9,improve_final_err_pct,improve_decay_pct,min_pair_dist_step9
0.363258769272249,1.08730492712428,0.908146923180622,0.637632077287387,-199.319663859066,29.7875639930382,0.0319648635728909
