kc_pos,kc_vel,d_safe,k_rep,u_max,final_mean_err,decay_ratio,min_pair_dist,improve_final_pct,improve_decay_pct,safe_flag,score
0.04,0.3,0.25,1.2,1,1.13405344191036,0.665046974295155,0.160046465258409,4.89589402588364,4.89589402588365,0,1.53358878932627
0.04,0.3,0.25,1.2,1.2,1.13405344191036,0.665046974295155,0.160046465258409,4.89589402588364,4.89589402588365,0,1.53358878932627
0.04,0.3,0.25,0.8,1,1.13403321588958,0.665035113078192,0.159348425814058,4.89759022251129,4.89759022251129,0,1.540548957749
0.04,0.3,0.25,0.8,1.2,1.13403321588958,0.665035113078192,0.159348425814058,4.89759022251129,4.89759022251129,0,1.540548957749
0.08,0.3,0.35,2.4,1,1.10107638481133,0.645708121967413,0.154809883174137,7.66141936812675,7.66141936812676,0,1.55297755306995
0.08,0.3,0.35,2.4,1.2,1.10107638481133,0.645708121967413,0.154809883174137,7.66141936812675,7.66141936812676,0,1.55297755306995
0.08,0.2,0.35,2.4,1,1.09929795044928,0.644665188409124,0.15368449789078,7.8105626128676,7.81056261286761,0,1.56245297154147
0.08,0.2,0.35,2.4,1.2,1.09929795044928,0.644665188409124,0.15368449789078,7.8105626128676,7.81056261286761,0,1.56245297154147
0.08,0.1,0.35,2.4,1,1.09757432157929,0.643654394629544,0.152803566834776,7.95510975381662,7.95510975381663,0,1.56953865323153
0.08,0.1,0.35,2.4,1.2,1.09757432157929,0.643654394629544,0.152803566834776,7.95510975381662,7.95510975381663,0,1.56953865323153
0.12,0.3,0.45,1.2,1,1.08408288066768,0.63574256117835,0.150500231209435,9.08653035427784,9.08653035427784,0,1.57908056857333
0.12,0.3,0.45,1.2,1.2,1.08408288066768,0.63574256117835,0.150500231209435,9.08653035427784,9.08653035427784,0,1.57908056857333
0.12,0.2,0.45,1.2,1,1.08291971210577,0.635060440121173,0.150306341110385,9.18407611542906,9.18407611542907,0,1.57985630100192
0.12,0.2,0.45,1.2,1.2,1.08291971210577,0.635060440121173,0.150306341110385,9.18407611542906,9.18407611542907,0,1.57985630100192
0.12,0.1,0.45,1.2,1,1.0818315443395,0.634422302046069,0.149589522652294,9.27533215217008,9.27533215217009,0,1.58593631781656
0.12,0.1,0.45,1.2,1.2,1.0818315443395,0.634422302046069,0.149589522652294,9.27533215217008,9.27533215217009,0,1.58593631781656
0.04,0.2,0.35,0.8,1,1.13256857236446,0.664176196991166,0.153204129586601,5.02041830792582,5.02041830792582,0,1.60052727649845
0.04,0.2,0.35,0.8,1.2,1.13256857236446,0.664176196991166,0.153204129586601,5.02041830792582,5.02041830792582,0,1.60052727649845
0.04,0.1,0.35,1.2,1,1.13074295372177,0.663105592988157,0.147850229690185,5.17351852564557,5.17351852564558,0,1.65224065681992
0.04,0.1,0.35,1.2,1.2,1.13074295372177,0.663105592988157,0.147850229690185,5.17351852564557,5.17351852564558,0,1.65224065681992
0.08,0.3,0.35,1.8,1,1.10030462839202,0.645255538118554,0.14405809516847,7.72614048405942,7.72614048405942,0,1.65972367670732
